"Step","efb0_16-06_5h20m30s - val_ACC","efb0_16-06_5h20m30s - val_ACC__MIN","efb0_16-06_5h20m30s - val_ACC__MAX","efb0_16-06_5h27m35s - val_ACC","efb0_16-06_5h27m35s - val_ACC__MIN","efb0_16-06_5h27m35s - val_ACC__MAX","efb0_16-06_5h13m15s - val_ACC","efb0_16-06_5h13m15s - val_ACC__MIN","efb0_16-06_5h13m15s - val_ACC__MAX","dn201_15-06_17h24m23s - val_ACC","dn201_15-06_17h24m23s - val_ACC__MIN","dn201_15-06_17h24m23s - val_ACC__MAX","inception_16-06_0h26m42s - val_ACC","inception_16-06_0h26m42s - val_ACC__MIN","inception_16-06_0h26m42s - val_ACC__MAX","inception_16-06_0h21m47s - val_ACC","inception_16-06_0h21m47s - val_ACC__MIN","inception_16-06_0h21m47s - val_ACC__MAX","dn201_15-06_17h24m48s - val_ACC","dn201_15-06_17h24m48s - val_ACC__MIN","dn201_15-06_17h24m48s - val_ACC__MAX","dn121_15-06_21h42m52s - val_ACC","dn121_15-06_21h42m52s - val_ACC__MIN","dn121_15-06_21h42m52s - val_ACC__MAX","dn121_15-06_21h36m21s - val_ACC","dn121_15-06_21h36m21s - val_ACC__MIN","dn121_15-06_21h36m21s - val_ACC__MAX","inception_16-06_0h23m15s - val_ACC","inception_16-06_0h23m15s - val_ACC__MIN","inception_16-06_0h23m15s - val_ACC__MAX","dn121_15-06_21h35m20s - val_ACC","dn121_15-06_21h35m20s - val_ACC__MIN","dn121_15-06_21h35m20s - val_ACC__MAX","dn201_15-06_17h24m29s - val_ACC","dn201_15-06_17h24m29s - val_ACC__MIN","dn201_15-06_17h24m29s - val_ACC__MAX","rn50_16-06_3h25m15s - val_ACC","rn50_16-06_3h25m15s - val_ACC__MIN","rn50_16-06_3h25m15s - val_ACC__MAX","rn50_16-06_3h17m45s - val_ACC","rn50_16-06_3h17m45s - val_ACC__MIN","rn50_16-06_3h17m45s - val_ACC__MAX","rn50_16-06_3h11m3s - val_ACC","rn50_16-06_3h11m3s - val_ACC__MIN","rn50_16-06_3h11m3s - val_ACC__MAX"
"0","0.7064796090126038","0.7064796090126038","0.7064796090126038","0.6948495507240295","0.6948495507240295","0.6948495507240295","0.7203248739242554","0.7203248739242554","0.7203248739242554","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6560826897621155","0.6560826897621155","0.6560826897621155","0.5227985978126526","0.5227985978126526","0.5227985978126526","0.6359608769416809","0.6359608769416809","0.6359608769416809"
"1","0.7341701984405518","0.7341701984405518","0.7341701984405518","0.7901052236557007","0.7901052236557007","0.7901052236557007","0.7666605114936829","0.7666605114936829","0.7666605114936829","0.6409451961517334","0.6409451961517334","0.6409451961517334","0.6638360619544983","0.6638360619544983","0.6638360619544983","0.38803765177726746","0.38803765177726746","0.38803765177726746","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6488831639289856","0.6488831639289856","0.6488831639289856","0.70186448097229","0.70186448097229","0.70186448097229","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.46686357259750366","0.46686357259750366","0.46686357259750366","0.350932240486145","0.350932240486145","0.350932240486145","0.5990400314331055","0.5990400314331055","0.5990400314331055"
"2","0.7810596227645874","0.7810596227645874","0.7810596227645874","0.8266568183898926","0.8266568183898926","0.8266568183898926","0.7952741384506226","0.7952741384506226","0.7952741384506226","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6957725882530212","0.6957725882530212","0.6957725882530212","0.6355916261672974","0.6355916261672974","0.6355916261672974","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6488831639289856","0.6488831639289856","0.6488831639289856","0.7074026465415955","0.7074026465415955","0.7074026465415955","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.34687095880508423","0.34687095880508423","0.34687095880508423","0.3640391230583191","0.3640391230583191","0.3640391230583191","0.3511168658733368","0.3511168658733368","0.3511168658733368"
"3","0.8360716104507446","0.8360716104507446","0.8360716104507446","0.853609025478363","0.853609025478363","0.853609025478363","0.8340409994125366","0.8340409994125366","0.8340409994125366","0.6459294557571411","0.6459294557571411","0.6459294557571411","0.7369392514228821","0.7369392514228821","0.7369392514228821","0.7548458576202393","0.7548458576202393","0.7548458576202393","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.649067759513855","0.649067759513855","0.649067759513855","0.6448218822479248","0.6448218822479248","0.6448218822479248","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3326564431190491","0.3326564431190491","0.3326564431190491","0.34151744842529297","0.34151744842529297","0.34151744842529297","0.35148605704307556","0.35148605704307556","0.35148605704307556"
"4","0.8641314506530762","0.8641314506530762","0.8641314506530762","0.8648698329925537","0.8648698329925537","0.8648698329925537","0.8652390837669373","0.8652390837669373","0.8652390837669373","0.6199002861976624","0.6199002861976624","0.6199002861976624","0.7611224055290222","0.7611224055290222","0.7611224055290222","0.5196603536605835","0.5196603536605835","0.5196603536605835","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6660513281822205","0.6660513281822205","0.6660513281822205","0.7607531547546387","0.7607531547546387","0.7607531547546387","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3513014614582062","0.3513014614582062","0.3513014614582062","0.3531475067138672","0.3531475067138672","0.3531475067138672","0.350932240486145","0.350932240486145","0.350932240486145"
"5","0.8811150193214417","0.8811150193214417","0.8811150193214417","0.8792689442634583","0.8792689442634583","0.8792689442634583","0.893852710723877","0.893852710723877","0.893852710723877","0.6459294557571411","0.6459294557571411","0.6459294557571411","0.7559534907341003","0.7559534907341003","0.7559534907341003","0.826841413974762","0.826841413974762","0.826841413974762","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.649067759513855","0.649067759513855","0.649067759513855","0.8046889305114746","0.8046889305114746","0.8046889305114746","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.34742477536201477","0.34742477536201477","0.34742477536201477","0.34964001178741455","0.34964001178741455","0.34964001178741455","0.5213217735290527","0.5213217735290527","0.5213217735290527"
"6","0.895883321762085","0.895883321762085","0.895883321762085","0.8966217637062073","0.8966217637062073","0.8966217637062073","0.895883321762085","0.895883321762085","0.895883321762085","0.6429758071899414","0.6429758071899414","0.6429758071899414","0.8253645896911621","0.8253645896911621","0.8253645896911621","0.6714048385620117","0.6714048385620117","0.6714048385620117","0.6666051149368286","0.6666051149368286","0.6666051149368286","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6523905992507935","0.6523905992507935","0.6523905992507935","0.7721986174583435","0.7721986174583435","0.7721986174583435","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3489015996456146","0.3489015996456146","0.3489015996456146","0.3489015996456146","0.3489015996456146","0.3489015996456146","0.3540705144405365","0.3540705144405365","0.3540705144405365"
"7","0.9027136564254761","0.9027136564254761","0.9027136564254761","0.9028983116149902","0.9028983116149902","0.9028983116149902","0.909544050693512","0.909544050693512","0.909544050693512","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.800258457660675","0.800258457660675","0.800258457660675","0.6660513281822205","0.6660513281822205","0.6660513281822205","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6601439714431763","0.6601439714431763","0.6601439714431763","0.698726236820221","0.698726236820221","0.698726236820221","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3695772588253021","0.3695772588253021","0.3695772588253021","0.34650176763534546","0.34650176763534546","0.34650176763534546","0.3540705144405365","0.3540705144405365","0.3540705144405365"
"8","0.891268253326416","0.891268253326416","0.891268253326416","0.9014214277267456","0.9014214277267456","0.9014214277267456","0.8953295350074768","0.8953295350074768","0.8953295350074768","0.6479601263999939","0.6479601263999939","0.6479601263999939","0.8257337808609009","0.8257337808609009","0.8257337808609009","0.7570611238479614","0.7570611238479614","0.7570611238479614","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6562672853469849","0.6562672853469849","0.6562672853469849","0.8089348077774048","0.8089348077774048","0.8089348077774048","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.350932240486145","0.350932240486145","0.350932240486145","0.3479785919189453","0.3479785919189453","0.3479785919189453","0.3520398736000061","0.3520398736000061","0.3520398736000061"
"9","0.9193280339241028","0.9193280339241028","0.9193280339241028","0.9171127676963806","0.9171127676963806","0.9171127676963806","0.9171127676963806","0.9171127676963806","0.9171127676963806","0.6407605409622192","0.6407605409622192","0.6407605409622192","0.8177958130836487","0.8177958130836487","0.8177958130836487","0.837917685508728","0.837917685508728","0.837917685508728","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.7280782461166382","0.7280782461166382","0.7280782461166382","0.7858593463897705","0.7858593463897705","0.7858593463897705","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.36219310760498047","0.36219310760498047","0.36219310760498047","0.3313642144203186","0.3313642144203186","0.3313642144203186","0.3511168658733368","0.3511168658733368","0.3511168658733368"
"10","0.9224663376808167","0.9224663376808167","0.9224663376808167","0.8853608965873718","0.8853608965873718","0.8853608965873718","0.9239431619644165","0.9239431619644165","0.9239431619644165","0.6426066160202026","0.6426066160202026","0.6426066160202026","0.8460402488708496","0.8460402488708496","0.8460402488708496","0.7616761922836304","0.7616761922836304","0.7616761922836304","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6933727264404297","0.6933727264404297","0.6933727264404297","0.715525209903717","0.715525209903717","0.715525209903717","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.37437695264816284","0.37437695264816284","0.37437695264816284","0.36828503012657166","0.36828503012657166","0.36828503012657166","0.36533135175704956","0.36533135175704956","0.36533135175704956"
"11","0.9198818802833557","0.9198818802833557","0.9198818802833557","0.9161897897720337","0.9161897897720337","0.9161897897720337","0.9302196502685547","0.9302196502685547","0.9302196502685547","0.6488831639289856","0.6488831639289856","0.6488831639289856","0.8543474078178406","0.8543474078178406","0.8543474078178406","0.7389699220657349","0.7389699220657349","0.7389699220657349","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6514676213264465","0.6514676213264465","0.6514676213264465","0.7203248739242554","0.7203248739242554","0.7203248739242554","0.8355178236961365","0.8355178236961365","0.8355178236961365","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.40982094407081604","0.40982094407081604","0.40982094407081604","0.3542551100254059","0.3542551100254059","0.3542551100254059","0.35148605704307556","0.35148605704307556","0.35148605704307556"
"12","0.9058519601821899","0.9058519601821899","0.9058519601821899","0.9326195120811462","0.9326195120811462","0.9326195120811462","0.9291120767593384","0.9291120767593384","0.9291120767593384","0.654790461063385","0.654790461063385","0.654790461063385","0.8449326157569885","0.8449326157569885","0.8449326157569885","0.7904744148254395","0.7904744148254395","0.7904744148254395","0.6499907970428467","0.6499907970428467","0.6499907970428467","0.6496215462684631","0.6496215462684631","0.6496215462684631","0.715525209903717","0.715525209903717","0.715525209903717","0.8691157698631287","0.8691157698631287","0.8691157698631287","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3649621605873108","0.3649621605873108","0.3649621605873108","0.4508030414581299","0.4508030414581299","0.4508030414581299","0.35351669788360596","0.35351669788360596","0.35351669788360596"
"13","0.9292966723442078","0.9292966723442078","0.9292966723442078","0.9339117407798767","0.9339117407798767","0.9339117407798767","0.9313272833824158","0.9313272833824158","0.9313272833824158","0.6038397550582886","0.6038397550582886","0.6038397550582886","0.8292412757873535","0.8292412757873535","0.8292412757873535","0.8395791053771973","0.8395791053771973","0.8395791053771973","0.6479601263999939","0.6479601263999939","0.6479601263999939","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.7465386986732483","0.7465386986732483","0.7465386986732483","0.7317703366279602","0.7317703366279602","0.7317703366279602","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.36219310760498047","0.36219310760498047","0.36219310760498047","0.35056304931640625","0.35056304931640625","0.35056304931640625","0.3690234422683716","0.3690234422683716","0.3690234422683716"
"14","0.920989453792572","0.920989453792572","0.920989453792572","0.9244969487190247","0.9244969487190247","0.9244969487190247","0.9163743853569031","0.9163743853569031","0.9163743853569031","0.5067380666732788","0.5067380666732788","0.5067380666732788","0.8176112174987793","0.8176112174987793","0.8176112174987793","0.8303489089012146","0.8303489089012146","0.8303489089012146","0.5436588525772095","0.5436588525772095","0.5436588525772095","0.6488831639289856","0.6488831639289856","0.6488831639289856","0.7685065269470215","0.7685065269470215","0.7685065269470215","0.8680081367492676","0.8680081367492676","0.8680081367492676","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.36625438928604126","0.36625438928604126","0.36625438928604126","0.3620084822177887","0.3620084822177887","0.3620084822177887","0.3570241928100586","0.3570241928100586","0.3570241928100586"
"15","0.9244969487190247","0.9244969487190247","0.9244969487190247","0.9394499063491821","0.9394499063491821","0.9394499063491821","0.9388960599899292","0.9388960599899292","0.9388960599899292","0.40779030323028564","0.40779030323028564","0.40779030323028564","0.8563780784606934","0.8563780784606934","0.8563780784606934","0.7269706726074219","0.7269706726074219","0.7269706726074219","0.6601439714431763","0.6601439714431763","0.6601439714431763","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.7790290117263794","0.7790290117263794","0.7790290117263794","0.8523167967796326","0.8523167967796326","0.8523167967796326","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.39209893345832825","0.39209893345832825","0.39209893345832825","0.3651467561721802","0.3651467561721802","0.3651467561721802","0.36219310760498047","0.36219310760498047","0.36219310760498047"
"16","0.9412959218025208","0.9412959218025208","0.9412959218025208","0.9460956454277039","0.9460956454277039","0.9460956454277039","0.9178512096405029","0.9178512096405029","0.9178512096405029","0.4711094796657562","0.4711094796657562","0.4711094796657562","0.8165035843849182","0.8165035843849182","0.8165035843849182","0.8451172113418579","0.8451172113418579","0.8451172113418579","0.6769429445266724","0.6769429445266724","0.6769429445266724","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.7886283993721008","0.7886283993721008","0.7886283993721008","0.8626546263694763","0.8626546263694763","0.8626546263694763","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3640391230583191","0.3640391230583191","0.3640391230583191","0.388591468334198","0.388591468334198","0.388591468334198","0.3806535005569458","0.3806535005569458","0.3806535005569458"
"17","0.9239431619644165","0.9239431619644165","0.9239431619644165","0.9350193738937378","0.9350193738937378","0.9350193738937378","0.9368654489517212","0.9368654489517212","0.9368654489517212","0.4544951021671295","0.4544951021671295","0.4544951021671295","0.8569318652153015","0.8569318652153015","0.8569318652153015","0.8591471314430237","0.8591471314430237","0.8591471314430237","0.6972494125366211","0.6972494125366211","0.6972494125366211","0.671035647392273","0.671035647392273","0.671035647392273","0.7469078898429871","0.7469078898429871","0.7469078898429871","0.8006276488304138","0.8006276488304138","0.8006276488304138","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3668082058429718","0.3668082058429718","0.3668082058429718","0.38914528489112854","0.38914528489112854","0.38914528489112854","0.3531475067138672","0.3531475067138672","0.3531475067138672"
"18","0.9331733584403992","0.9331733584403992","0.9331733584403992","0.9405574798583984","0.9405574798583984","0.9405574798583984","0.9379730224609375","0.9379730224609375","0.9379730224609375","0.7046335339546204","0.7046335339546204","0.7046335339546204","0.840502142906189","0.840502142906189","0.840502142906189","0.8637622594833374","0.8637622594833374","0.8637622594833374","0.7596455812454224","0.7596455812454224","0.7596455812454224","0.661067008972168","0.661067008972168","0.661067008972168","0.820564866065979","0.820564866065979","0.820564866065979","0.7901052236557007","0.7901052236557007","0.7901052236557007","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.39191433787345886","0.39191433787345886","0.39191433787345886","0.3686542510986328","0.3686542510986328","0.3686542510986328","0.36034706234931946","0.36034706234931946","0.36034706234931946"
"19","0.9320657253265381","0.9320657253265381","0.9320657253265381","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9278198480606079","0.9278198480606079","0.9278198480606079","0.7373085021972656","0.7373085021972656","0.7373085021972656","0.7821672558784485","0.7821672558784485","0.7821672558784485","0.8790843486785889","0.8790843486785889","0.8790843486785889","0.6522060036659241","0.6522060036659241","0.6522060036659241","0.3695772588253021","0.3695772588253021","0.3695772588253021","0.7998892664909363","0.7998892664909363","0.7998892664909363","0.8848071098327637","0.8848071098327637","0.8848071098327637","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.42182019352912903","0.42182019352912903","0.42182019352912903","0.3513014614582062","0.3513014614582062","0.3513014614582062","0.36920803785324097","0.36920803785324097","0.36920803785324097"
"20","0.9453572034835815","0.9453572034835815","0.9453572034835815","0.9501569271087646","0.9501569271087646","0.9501569271087646","0.9326195120811462","0.9326195120811462","0.9326195120811462","0.700756847858429","0.700756847858429","0.700756847858429","0.8530551791191101","0.8530551791191101","0.8530551791191101","0.8578549027442932","0.8578549027442932","0.8578549027442932","0.7267860174179077","0.7267860174179077","0.7267860174179077","0.7190326452255249","0.7190326452255249","0.7190326452255249","0.759460985660553","0.759460985660553","0.759460985660553","0.8949602842330933","0.8949602842330933","0.8949602842330933","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.36551597714424133","0.36551597714424133","0.36551597714424133","0.3592394292354584","0.3592394292354584","0.3592394292354584","0.35370132327079773","0.35370132327079773","0.35370132327079773"
"21","0.9477570652961731","0.9477570652961731","0.9477570652961731","0.9376038312911987","0.9376038312911987","0.9376038312911987","0.9470186233520508","0.9470186233520508","0.9470186233520508","0.7518922090530396","0.7518922090530396","0.7518922090530396","0.824256956577301","0.824256956577301","0.824256956577301","0.8207495212554932","0.8207495212554932","0.8207495212554932","0.7681373357772827","0.7681373357772827","0.7681373357772827","0.7022337317466736","0.7022337317466736","0.7022337317466736","0.7797673940658569","0.7797673940658569","0.7797673940658569","0.8526859879493713","0.8526859879493713","0.8526859879493713","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.39099133014678955","0.39099133014678955","0.39099133014678955","0.5283367037773132","0.5283367037773132","0.5283367037773132","0.3522244691848755","0.3522244691848755","0.3522244691848755"
"22","0.9453572034835815","0.9453572034835815","0.9453572034835815","0.9449880123138428","0.9449880123138428","0.9449880123138428","0.954956591129303","0.954956591129303","0.954956591129303","0.7889975905418396","0.7889975905418396","0.7889975905418396","0.8877607583999634","0.8877607583999634","0.8877607583999634","0.8244415521621704","0.8244415521621704","0.8244415521621704","0.7319549322128296","0.7319549322128296","0.7319549322128296","0.6459294557571411","0.6459294557571411","0.6459294557571411","0.6136237978935242","0.6136237978935242","0.6136237978935242","0.8670850992202759","0.8670850992202759","0.8670850992202759","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.3638545274734497","0.3638545274734497","0.3638545274734497","0.4596640169620514","0.4596640169620514","0.4596640169620514","0.3697618544101715","0.3697618544101715","0.3697618544101715"
"23","0.9462802410125732","0.9462802410125732","0.9462802410125732","0.9532951712608337","0.9532951712608337","0.9532951712608337","0.9477570652961731","0.9477570652961731","0.9477570652961731","0.7629684209823608","0.7629684209823608","0.7629684209823608","0.7945356965065002","0.7945356965065002","0.7945356965065002","0.875576913356781","0.875576913356781","0.875576913356781","0.7745984792709351","0.7745984792709351","0.7745984792709351","0.6121469736099243","0.6121469736099243","0.6121469736099243","0.7937973141670227","0.7937973141670227","0.7937973141670227","0.865608274936676","0.865608274936676","0.865608274936676","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6774967908859253","0.6774967908859253","0.6774967908859253","0.374746173620224","0.374746173620224","0.374746173620224","0.3570241928100586","0.3570241928100586","0.3570241928100586"
"24","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9451726078987122","0.9459110498428345","0.9459110498428345","0.9459110498428345","0.7398928999900818","0.7398928999900818","0.7398928999900818","0.8829610347747803","0.8829610347747803","0.8829610347747803","0.8729924559593201","0.8729924559593201","0.8729924559593201","0.7786597609519958","0.7786597609519958","0.7786597609519958","0.7236477732658386","0.7236477732658386","0.7236477732658386","0.7878899574279785","0.7878899574279785","0.7878899574279785","0.8246261477470398","0.8246261477470398","0.8246261477470398","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6119623184204102","0.6119623184204102","0.6119623184204102","0.6363300681114197","0.6363300681114197","0.6363300681114197","0.445634126663208","0.445634126663208","0.445634126663208"
"25","0.9558796286582947","0.9558796286582947","0.9558796286582947","0.952372133731842","0.952372133731842","0.952372133731842","0.9444341659545898","0.9444341659545898","0.9444341659545898","0.7936127185821533","0.7936127185821533","0.7936127185821533","0.8729924559593201","0.8729924559593201","0.8729924559593201","0.838840663433075","0.838840663433075","0.838840663433075","0.7230939865112305","0.7230939865112305","0.7230939865112305","0.7851209044456482","0.7851209044456482","0.7851209044456482","0.7452464699745178","0.7452464699745178","0.7452464699745178","0.8238877654075623","0.8238877654075623","0.8238877654075623","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.5916559100151062","0.5916559100151062","0.5916559100151062","0.359054833650589","0.359054833650589","0.359054833650589","0.37253090739250183","0.37253090739250183","0.37253090739250183"
"26","0.9198818802833557","0.9198818802833557","0.9198818802833557","0.9556950330734253","0.9556950330734253","0.9556950330734253","0.9542182087898254","0.9542182087898254","0.9542182087898254","0.8141037225723267","0.8141037225723267","0.8141037225723267","0.8814842104911804","0.8814842104911804","0.8814842104911804","0.8584086894989014","0.8584086894989014","0.8584086894989014","0.8238877654075623","0.8238877654075623","0.8238877654075623","0.7216171026229858","0.7216171026229858","0.7216171026229858","0.8069041967391968","0.8069041967391968","0.8069041967391968","0.8992062211036682","0.8992062211036682","0.8992062211036682","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.39911389350891113","0.39911389350891113","0.39911389350891113","0.6276536583900452","0.6276536583900452","0.6276536583900452","0.359054833650589","0.359054833650589","0.359054833650589"
"27","0.9444341659545898","0.9444341659545898","0.9444341659545898","0.9521875381469727","0.9521875381469727","0.9521875381469727","0.9558796286582947","0.9558796286582947","0.9558796286582947","0.8384714722633362","0.8384714722633362","0.8384714722633362","0.8971755504608154","0.8971755504608154","0.8971755504608154","0.8748384714126587","0.8748384714126587","0.8748384714126587","0.7753369212150574","0.7753369212150574","0.7753369212150574","0.6913420557975769","0.6913420557975769","0.6913420557975769","0.7723832130432129","0.7723832130432129","0.7723832130432129","0.687834620475769","0.687834620475769","0.687834620475769","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.5346132516860962","0.5346132516860962","0.5346132516860962","0.38028427958488464","0.38028427958488464","0.38028427958488464","0.5650728940963745","0.5650728940963745","0.5650728940963745"
"28","0.9547719955444336","0.9547719955444336","0.9547719955444336","0.9427727460861206","0.9427727460861206","0.9427727460861206","0.9558796286582947","0.9558796286582947","0.9558796286582947","0.8033967018127441","0.8033967018127441","0.8033967018127441","0.8355178236961365","0.8355178236961365","0.8355178236961365","0.8929296731948853","0.8929296731948853","0.8929296731948853","0.7526305913925171","0.7526305913925171","0.7526305913925171","0.7306627035140991","0.7306627035140991","0.7306627035140991","0.7753369212150574","0.7753369212150574","0.7753369212150574","0.868192732334137","0.868192732334137","0.868192732334137","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.6486985683441162","0.7670297026634216","0.7670297026634216","0.7670297026634216","0.441942036151886","0.441942036151886","0.441942036151886","0.49566179513931274","0.49566179513931274","0.49566179513931274"
